"","date","location","continent","total_deaths_per_million","new_deaths","total_vaccinations","people_fully_vaccinated","people_vaccinated","total_tests_per_thousand","gdp_per_capita","extreme_poverty","smoker_total","male_smokers","female_smokers","population","population_density","stringency_index","diabetes_prevalence"
"398",2021-05-22,"Austria","Europe",1165.644,7,4654670,1293339,3385573,4260.669,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,68.52,6.35
"399",2021-05-23,"Austria","Europe",1166.197,5,4684358,1304958,3405109,4299.171,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,68.52,6.35
"400",2021-05-24,"Austria","Europe",1166.307,1,4709528,1317979,3417389,4322.56,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,68.52,6.35
"401",2021-05-25,"Austria","Europe",1166.75,4,4765144,1336904,3455629,4364.835,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,68.52,6.35
"402",2021-05-26,"Austria","Europe",1168.408,15,4858777,1382875,3504926,4413.822,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,68.52,6.35
"403",2021-05-27,"Austria","Europe",1169.182,7,4958966,1430686,3560026,4473.794,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,68.52,6.35
"404",2021-05-28,"Austria","Europe",1170.841,15,5070107,1487751,3619833,4510.539,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,68.52,6.35
"405",2021-05-29,"Austria","Europe",1171.283,4,5133025,1525562,3645315,4558.654,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,68.52,6.35
"406",2021-05-30,"Austria","Europe",1171.726,4,5171429,1549846,3659460,4596.195,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,68.52,6.35
"407",2021-05-31,"Austria","Europe",1172.5,7,5215810,1575237,3681341,4619.692,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,68.52,6.35
"408",2021-06-01,"Austria","Europe",1173.827,12,5307445,1616354,3737694,4657.991,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,68.52,6.35
"409",2021-06-02,"Austria","Europe",1174.49,6,5451679,1689423,3815750,4760.338,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,68.52,6.35
"410",2021-06-03,"Austria","Europe",1175.154,6,5520750,1728244,3846933,4835.647,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,68.52,6.35
"411",2021-06-04,"Austria","Europe",1175.596,4,5630771,1778592,3909572,4877.805,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,68.52,6.35
"412",2021-06-05,"Austria","Europe",1176.149,5,5694184,1808792,3943227,4960.592,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,68.52,6.35
"413",2021-06-06,"Austria","Europe",1176.481,3,5747907,1838757,3967375,5006.969,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,68.52,6.35
"414",2021-06-07,"Austria","Europe",1176.591,1,5806053,1873562,3993466,5039.327,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,68.52,6.35
"415",2021-06-08,"Austria","Europe",1177.365,7,5898291,1920004,4044091,5084.888,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,68.52,6.35
"416",2021-06-09,"Austria","Europe",1177.697,3,6016283,1979626,4106983,5133.893,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,68.52,6.35
"417",2021-06-10,"Austria","Europe",1177.697,0,6138454,2053699,4159741,5191.009,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,60.19,6.35
"418",2021-06-11,"Austria","Europe",1177.918,2,6270235,2133866,4215490,5227.005,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,60.19,6.35
"419",2021-06-12,"Austria","Europe",1177.918,0,6340056,2176273,4243602,5277.569,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,60.19,6.35
"420",2021-06-13,"Austria","Europe",1178.914,9,6377957,2196981,4260930,5324.073,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,60.19,6.35
"421",2021-06-14,"Austria","Europe",1179.024,1,6427312,2228596,4280735,5358.658,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,60.19,6.35
"422",2021-06-15,"Austria","Europe",1179.688,6,6514428,2270918,4328273,5397.852,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,60.19,6.35
"423",2021-06-16,"Austria","Europe",1180.019,3,6635269,2344524,4378217,5437.075,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,60.19,6.35
"424",2021-06-17,"Austria","Europe",1180.351,3,6751084,2420724,4420435,5495.246,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,60.19,6.35
"425",2021-06-18,"Austria","Europe",1180.683,3,6864462,2496001,4462998,5549.397,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,60.19,6.35
"426",2021-06-19,"Austria","Europe",1180.904,2,6931619,2532873,4493566,5602.513,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,60.19,6.35
"427",2021-06-20,"Austria","Europe",1181.015,1,6968782,2550856,4512856,5648.84,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,60.19,6.35
"428",2021-06-21,"Austria","Europe",1181.015,0,7021577,2584220,4533813,5690.31,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,60.19,6.35
"429",2021-06-22,"Austria","Europe",1181.457,4,7113916,2642525,4569795,5768.339,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,60.19,6.35
"430",2021-06-23,"Austria","Europe",1181.678,2,7226536,2720928,4605282,5811.451,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,60.19,6.35
"431",2021-06-24,"Austria","Europe",1182.894,11,7336560,2799672,4638333,5843.62,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,60.19,6.35
"432",2021-06-25,"Austria","Europe",1183.226,3,7459358,2889050,4673433,5893.566,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,60.19,6.35
"433",2021-06-26,"Austria","Europe",1183.116,-1,7536870,2940103,4700115,5939.745,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,60.19,6.35
"434",2021-06-27,"Austria","Europe",1183.226,1,7578417,2959672,4722225,5974.347,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,60.19,6.35
"435",2021-06-28,"Austria","Europe",1183.337,1,7629727,2997826,4738382,6021.633,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,60.19,6.35
"436",2021-06-29,"Austria","Europe",1183.226,-1,7722465,3061971,4770177,6060.444,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,60.19,6.35
"437",2021-06-30,"Austria","Europe",1183.447,2,7837399,3147011,4803684,6092.65,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,60.19,6.35
"438",2021-07-01,"Austria","Europe",1183.89,4,7955565,3237556,4835052,6131.901,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"439",2021-07-02,"Austria","Europe",1184.221,3,8070312,3327256,4863245,6160.585,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"440",2021-07-03,"Austria","Europe",1184.221,0,8141277,3378437,4885559,6198.618,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"441",2021-07-04,"Austria","Europe",1184.221,0,8195921,3405092,4919750,6260.684,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"442",2021-07-05,"Austria","Europe",1184.664,4,8242237,3437269,4938393,6296.302,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"443",2021-07-06,"Austria","Europe",1185.217,5,8324898,3495374,4967037,6334.716,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"444",2021-07-07,"Austria","Europe",1185.327,1,8419841,3566914,4992856,6371.871,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"445",2021-07-08,"Austria","Europe",1185.548,2,8517434,3641348,5018854,6414.171,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"446",2021-07-09,"Austria","Europe",1185.659,1,8607697,3711608,5043719,6448.919,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"447",2021-07-10,"Austria","Europe",1185.77,1,8659268,3752929,5056566,6494.688,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"448",2021-07-11,"Austria","Europe",1185.77,0,8690270,3774436,5068732,6535.817,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"449",2021-07-12,"Austria","Europe",1185.77,0,8726724,3803819,5077622,6570.778,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"450",2021-07-13,"Austria","Europe",1185.88,1,8801772,3859602,5098676,6609.092,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"451",2021-07-14,"Austria","Europe",1186.101,2,8883566,3926787,5115353,6640.252,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"452",2021-07-15,"Austria","Europe",1186.212,1,8948120,3975607,5133729,6720.915,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"453",2021-07-16,"Austria","Europe",1186.323,1,9029703,4041326,5152630,6758.794,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"454",2021-07-17,"Austria","Europe",1186.323,0,9081051,4081530,5170032,6804.052,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"455",2021-07-18,"Austria","Europe",1186.433,1,9109392,4104060,5177310,6844.791,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"456",2021-07-19,"Austria","Europe",1186.433,0,9141202,4125763,5188787,6873.819,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"457",2021-07-20,"Austria","Europe",1186.433,0,9188776,4162191,5201497,6923.19,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"458",2021-07-21,"Austria","Europe",1186.433,0,9256316,4219825,5213525,6957.606,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"459",2021-07-22,"Austria","Europe",1186.544,1,9325949,4274403,5231843,6995.177,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"460",2021-07-23,"Austria","Europe",1186.544,0,9397450,4331690,5248826,7029.851,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"461",2021-07-24,"Austria","Europe",1186.654,1,9448532,4374743,5260356,7074.05,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"462",2021-07-25,"Austria","Europe",1186.654,0,9476940,4398337,5267014,7114.533,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"463",2021-07-26,"Austria","Europe",1186.765,1,9507539,4421382,5275955,7143.805,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"464",2021-07-27,"Austria","Europe",1187.318,5,9561529,4468931,5283778,7182.937,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"465",2021-07-28,"Austria","Europe",1187.318,0,9617914,4518358,5292362,7230.039,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"466",2021-07-29,"Austria","Europe",1187.318,0,9662673,4555692,5301681,7268.002,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"467",2021-07-30,"Austria","Europe",1187.318,0,9718527,4603153,5313494,7320.493,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"468",2021-07-31,"Austria","Europe",1187.318,0,9754200,4634307,5319602,7361.138,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"469",2021-08-01,"Austria","Europe",1187.428,1,9781384,4659668,5322072,7399.78,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"470",2021-08-02,"Austria","Europe",1187.539,1,9809418,4683589,5327537,7431.314,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"471",2021-08-03,"Austria","Europe",1187.871,3,9856065,4723527,5336094,7462.998,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"472",2021-08-04,"Austria","Europe",1188.092,2,9902312,4761584,5346154,7494.307,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"473",2021-08-05,"Austria","Europe",1188.202,1,9942627,4794972,5355705,7545.748,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"474",2021-08-06,"Austria","Europe",1188.534,3,9988866,4834426,5365447,7577.683,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"475",2021-08-07,"Austria","Europe",1188.755,2,10018527,4860112,5372899,7623.15,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"476",2021-08-08,"Austria","Europe",1188.755,0,10043623,4882211,5376764,7661.468,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"477",2021-08-09,"Austria","Europe",1188.755,0,10058696,4894450,5380797,7689.637,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"478",2021-08-10,"Austria","Europe",1188.866,1,10098479,4930248,5386231,7723.502,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"479",2021-08-11,"Austria","Europe",1188.976,1,10137960,4964262,5393190,7752.741,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,56.02,6.35
"480",2021-08-12,"Austria","Europe",1189.087,1,10168580,4989718,5399850,7802.261,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,56.02,6.35
"481",2021-08-13,"Austria","Europe",1189.087,0,10194751,5011621,5406284,7833.284,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,56.02,6.35
"482",2021-08-14,"Austria","Europe",1189.198,1,10212981,5025925,5411743,7871.412,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,56.02,6.35
"483",2021-08-15,"Austria","Europe",1189.419,2,10222098,5033776,5413697,7915.17,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,56.02,6.35
"484",2021-08-16,"Austria","Europe",1189.529,1,10245238,5053844,5417911,7947.283,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,56.02,6.35
"485",2021-08-17,"Austria","Europe",1189.529,0,10270150,5074098,5424256,7979.065,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,56.02,6.35
"486",2021-08-18,"Austria","Europe",1189.529,0,10295639,5094117,5431351,8008.881,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,56.02,6.35
"487",2021-08-19,"Austria","Europe",1189.861,3,10320748,5113795,5438745,8057.853,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,56.02,6.35
"488",2021-08-20,"Austria","Europe",1189.972,1,10346521,5133520,5447784,8087.557,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,56.02,6.35
"489",2021-08-21,"Austria","Europe",1189.972,0,10363081,5146188,5454478,8128.051,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,56.02,6.35
"490",2021-08-22,"Austria","Europe",1190.082,1,10370769,5151156,5457905,8164.552,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,56.02,6.35
"491",2021-08-23,"Austria","Europe",1190.193,1,10379453,5157326,5461326,8195.963,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,56.02,6.35
"492",2021-08-24,"Austria","Europe",1190.746,5,10398809,5168887,5472327,8226.704,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,56.02,6.35
"493",2021-08-25,"Austria","Europe",1190.967,2,10413978,5178632,5479387,8257.827,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,58.8,6.35
"494",2021-08-26,"Austria","Europe",1191.188,2,10435257,5193806,5487881,8304.573,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,58.8,6.35
"495",2021-08-27,"Austria","Europe",1191.63,4,10453969,5205850,5497028,8332.821,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,58.8,6.35
"496",2021-08-28,"Austria","Europe",1191.741,1,10463113,5211018,5502640,8368.918,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,58.8,6.35
"497",2021-08-29,"Austria","Europe",1192.183,4,10466511,5213303,5504292,8405.662,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,58.8,6.35
"498",2021-08-30,"Austria","Europe",1192.294,1,10475619,5219069,5508761,8431.166,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,58.8,6.35
"499",2021-08-31,"Austria","Europe",1191.188,-10,10492987,5228564,5519160,8461.517,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,58.8,6.35
"500",2021-09-01,"Austria","Europe",1191.52,3,10507143,5236580,5526808,8492.748,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,58.8,6.35
"501",2021-09-02,"Austria","Europe",1191.852,3,10522693,5245734,5534048,8538.223,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,58.8,6.35
"502",2021-09-03,"Austria","Europe",1192.626,7,10538785,5254478,5543072,8567.438,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,58.8,6.35
"503",2021-09-04,"Austria","Europe",1193.179,5,10552836,5262646,5550426,8605.299,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,58.8,6.35
"504",2021-09-05,"Austria","Europe",1193.51,3,10555013,5264013,5551608,8646.812,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,58.8,6.35
"505",2021-09-06,"Austria","Europe",1194.395,8,10562198,5267878,5555135,8684.201,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,58.8,6.35
"506",2021-09-07,"Austria","Europe",1195.611,11,10577772,5274960,5564406,8721.639,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,58.8,6.35
"507",2021-09-08,"Austria","Europe",1195.943,3,10592534,5282412,5572669,8770.27,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,58.8,6.35
"508",2021-09-09,"Austria","Europe",1196.717,7,10608707,5290651,5581494,8808.749,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"509",2021-09-10,"Austria","Europe",1197.823,10,10627808,5299985,5592717,8844.316,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"510",2021-09-11,"Austria","Europe",1198.376,5,10641431,5307627,5602134,8883.916,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"511",2021-09-12,"Austria","Europe",1198.597,2,10644515,5309475,5603876,8924.273,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"512",2021-09-13,"Austria","Europe",1198.708,1,10653467,5313905,5608342,8958.546,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"513",2021-09-14,"Austria","Europe",1199.703,9,10673073,5322515,5618584,8999.582,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,49.07,6.35
"514",2021-09-15,"Austria","Europe",1200.477,7,10690137,5329837,5627584,9038.711,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,51.85,6.35
"515",2021-09-16,"Austria","Europe",1202.025,14,10709086,5337910,5637548,9091.652,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,51.85,6.35
"516",2021-09-17,"Austria","Europe",1203.352,12,10733407,5347626,5651782,9123.086,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,51.85,6.35
"517",2021-09-18,"Austria","Europe",1204.126,7,10746115,5353896,5659518,9163.748,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,60.19,6.35
"518",2021-09-19,"Austria","Europe",1204.79,6,10749823,5356339,5661057,9205.141,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,60.19,6.35
"519",2021-09-20,"Austria","Europe",1204.9,1,10760014,5360871,5665771,9236.038,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,60.19,6.35
"520",2021-09-21,"Austria","Europe",1207.333,22,10780908,5370193,5675424,9265.057,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,60.19,6.35
"521",2021-09-22,"Austria","Europe",1208.992,15,10802440,5377822,5684920,9314.596,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,60.19,6.35
"522",2021-09-23,"Austria","Europe",1210.098,10,10820894,5385176,5693984,9369.595,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,60.19,6.35
"523",2021-09-24,"Austria","Europe",1211.203,10,10845215,5395792,5708456,9403.226,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,60.19,6.35
"524",2021-09-25,"Austria","Europe",1212.088,8,10856666,5401401,5714096,9442.251,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,60.19,6.35
"525",2021-09-26,"Austria","Europe",1212.973,8,10859192,5402642,5715367,9480.974,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,60.19,6.35
"526",2021-09-27,"Austria","Europe",1213.747,7,10869885,5406799,5720160,9513.755,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,60.19,6.35
"527",2021-09-28,"Austria","Europe",1214.853,10,10888481,5414995,5727750,9553.375,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,60.19,6.35
"528",2021-09-29,"Austria","Europe",1216.18,12,10909795,5421991,5735367,9593.084,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,51.85,6.35
"529",2021-09-30,"Austria","Europe",1217.396,11,10931014,5429099,5742457,9641.062,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,51.85,6.35
"530",2021-10-01,"Austria","Europe",1217.949,5,10955005,5439280,5751914,9673.159,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,51.85,6.35
"531",2021-10-02,"Austria","Europe",1218.723,7,10966862,5444586,5756758,9698.149,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,51.85,6.35
"532",2021-10-03,"Austria","Europe",1219.276,5,10969053,5445727,5757671,9743.347,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,51.85,6.35
"533",2021-10-04,"Austria","Europe",1220.161,8,10982075,5450605,5761232,9775.097,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,51.85,6.35
"534",2021-10-05,"Austria","Europe",1221.819,15,11005662,5459125,5767463,9815.503,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,51.85,6.35
"535",2021-10-06,"Austria","Europe",1223.146,12,11033617,5467139,5773735,9851.619,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,51.85,6.35
"536",2021-10-07,"Austria","Europe",1224.363,11,11057598,5474456,5779115,9899.507,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,51.85,6.35
"537",2021-10-08,"Austria","Europe",1225.69,12,11089889,5486930,5786838,9929.377,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,51.85,6.35
"538",2021-10-09,"Austria","Europe",1226.353,6,11103196,5491701,5790706,9961.163,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,51.85,6.35
"539",2021-10-10,"Austria","Europe",1227.017,6,11105387,5492774,5791357,9994.145,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,51.85,6.35
"540",2021-10-11,"Austria","Europe",1228.122,10,11119165,5497687,5794237,10020.263,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,51.85,6.35
"541",2021-10-12,"Austria","Europe",1229.671,14,11141049,5505201,5798985,10059.166,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,51.85,6.35
"542",2021-10-13,"Austria","Europe",1231.329,15,11168054,5513400,5804174,10095.555,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,51.85,6.35
"543",2021-10-14,"Austria","Europe",1232.214,8,11193754,5521336,5809328,10142.822,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,51.85,6.35
"544",2021-10-15,"Austria","Europe",1233.099,8,11222348,5532502,5815641,10173.879,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,51.85,6.35
"545",2021-10-16,"Austria","Europe",1234.204,10,11233553,5537374,5818882,10209.466,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,51.85,6.35
"546",2021-10-17,"Austria","Europe",1234.868,6,11235433,5538252,5819444,10242.434,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,51.85,6.35
"547",2021-10-18,"Austria","Europe",1236.306,13,11251613,5543163,5821872,10269.903,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,60.19,6.35
"548",2021-10-19,"Austria","Europe",1238.075,16,11275174,5550260,5826234,10310.253,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,60.19,6.35
"549",2021-10-20,"Austria","Europe",1239.512,13,11304738,5558721,5830932,10347.34,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,60.19,6.35
"550",2021-10-21,"Austria","Europe",1240.729,11,11333628,5567109,5836591,10397.673,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,60.19,6.35
"551",2021-10-22,"Austria","Europe",1242.166,13,11367517,5577853,5846332,10429.171,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,60.19,6.35
"552",2021-10-23,"Austria","Europe",1243.493,12,11383272,5583078,5852841,10464.114,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,60.19,6.35
"553",2021-10-24,"Austria","Europe",1244.157,6,11386328,5584188,5854230,10498.863,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,60.19,6.35
"554",2021-10-25,"Austria","Europe",1245.263,10,11401864,5589458,5859088,10526.044,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,60.19,6.35
"555",2021-10-26,"Austria","Europe",1247.253,18,11409230,5591660,5863188,10565.193,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,60.19,6.35
"556",2021-10-27,"Austria","Europe",1248.359,10,11440438,5600686,5872143,10594.895,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,60.19,6.35
"557",2021-10-28,"Austria","Europe",1251.345,27,11468768,5608417,5880327,10644.878,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,60.19,6.35
"558",2021-10-29,"Austria","Europe",1253.225,17,11503052,5617905,5894075,10679.482,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,60.19,6.35
"559",2021-10-30,"Austria","Europe",1254.552,12,11520377,5622379,5902549,10716.905,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,60.19,6.35
"560",2021-10-31,"Austria","Europe",1255.879,12,11524272,5623467,5904425,10754.598,45436.686,0.7,59.3,30.9,28.4,9043072,106.749,60.19,6.35
"561",2021-01-18,"Bulgaria","Europe",1241.906,82,19638,1114,18524,184.096,18563.307,1.5,74.5,44.4,30.1,6896655,65.18,53.7,5.81
"562",2021-01-19,"Bulgaria","Europe",1249.011,49,22226,3168,19058,185.25,18563.307,1.5,74.5,44.4,30.1,6896655,65.18,53.7,5.81
"563",2021-01-20,"Bulgaria","Europe",1254.376,37,24127,4293,19834,186.398,18563.307,1.5,74.5,44.4,30.1,6896655,65.18,53.7,5.81
"564",2021-01-21,"Bulgaria","Europe",1267.426,90,25251,4532,20719,187.566,18563.307,1.5,74.5,44.4,30.1,6896655,65.18,53.7,5.81
"565",2021-01-22,"Bulgaria","Europe",1275.836,58,26101,4605,21496,188.678,18563.307,1.5,74.5,44.4,30.1,6896655,65.18,53.7,5.81
"566",2021-01-23,"Bulgaria","Europe",1277.576,12,26119,4610,21509,190.097,18563.307,1.5,74.5,44.4,30.1,6896655,65.18,53.7,5.81
"567",2021-01-24,"Bulgaria","Europe",1278.881,9,26143,4610,21533,190.747,18563.307,1.5,74.5,44.4,30.1,6896655,65.18,53.7,5.81
"568",2021-01-25,"Bulgaria","Europe",1287.581,60,26798,4669,22129,190.922,18563.307,1.5,74.5,44.4,30.1,6896655,65.18,53.7,5.81
"569",2021-01-26,"Bulgaria","Europe",1292.801,36,29122,5455,23667,192.885,18563.307,1.5,74.5,44.4,30.1,6896655,65.18,53.7,5.81
"570",2021-01-27,"Bulgaria","Europe",1296.861,28,32917,7672,25245,195.154,18563.307,1.5,74.5,44.4,30.1,6896655,65.18,53.7,5.81
