"","date","location","continent","total_deaths_per_million","new_deaths","total_vaccinations","people_fully_vaccinated","people_vaccinated","total_tests_per_thousand","gdp_per_capita","extreme_poverty","smoker_total","male_smokers","female_smokers","population","population_density","stringency_index","diabetes_prevalence"
"1",2021-01-20,"Argentina","South America",1013.379,150,247933,4394,243539,131.407,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,79.17,5.5
"2",2021-01-21,"Argentina","South America",1016.427,139,265724,16352,249372,132.501,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,79.17,5.5
"3",2021-01-22,"Argentina","South America",1021.251,220,279602,25146,254456,133.582,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,79.17,5.5
"4",2021-01-23,"Argentina","South America",1024.803,162,288064,29188,258876,134.346,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,79.17,5.5
"5",2021-01-24,"Argentina","South America",1026.777,90,292023,31987,260036,134.873,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,79.17,5.5
"6",2021-01-25,"Argentina","South America",1031.316,207,292386,32264,260122,135.927,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,79.17,5.5
"7",2021-01-26,"Argentina","South America",1036.118,219,305880,38911,266969,136.995,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,79.17,5.5
"8",2021-01-27,"Argentina","South America",1040.108,182,318033,45710,272323,138.114,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,79.17,5.5
"9",2021-01-28,"Argentina","South America",1043.748,166,327999,51451,276548,139.18,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,79.17,5.5
"10",2021-01-29,"Argentina","South America",1047.564,174,344034,65583,278451,140.248,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,79.17,5.5
"11",2021-01-30,"Argentina","South America",1050.984,156,366384,85361,281023,141.178,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,79.17,5.5
"12",2021-02-01,"Argentina","South America",1057.957,275,375851,94274,281577,143.171,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,79.17,5.5
"13",2021-02-03,"Argentina","South America",1064.316,113,396562,112366,284196,145.659,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,79.17,5.5
"14",2021-02-04,"Argentina","South America",1067.846,161,444018,146301,297717,146.713,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,79.17,5.5
"15",2021-02-06,"Argentina","South America",1076.836,125,471383,163882,307501,148.498,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,79.17,5.5
"16",2021-02-07,"Argentina","South America",1078.174,61,501152,181836,319316,149.05,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,79.17,5.5
"17",2021-02-08,"Argentina","South America",1083.151,227,511582,189264,322318,150.148,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,79.17,5.5
"18",2021-02-09,"Argentina","South America",1086.835,168,513178,190203,322975,151.294,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,79.17,5.5
"19",2021-02-10,"Argentina","South America",1089.203,108,535303,197531,337772,152.413,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,79.17,5.5
"20",2021-02-11,"Argentina","South America",1093.588,200,572928,210279,362649,153.569,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,79.17,5.5
"21",2021-02-12,"Argentina","South America",1096.987,155,591632,223609,368023,154.7,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,79.17,5.5
"22",2021-02-13,"Argentina","South America",1100.474,159,606245,234616,371629,155.577,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,79.17,5.5
"23",2021-02-14,"Argentina","South America",1101.526,48,609605,237483,372122,156.147,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,79.17,5.5
"24",2021-02-15,"Argentina","South America",1103.521,91,609791,237610,372181,156.922,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,79.17,5.5
"25",2021-02-16,"Argentina","South America",1105.824,105,611169,237916,373253,157.752,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,79.17,5.5
"26",2021-02-17,"Argentina","South America",1109.858,184,612322,238320,374002,158.986,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,79.17,5.5
"27",2021-02-18,"Argentina","South America",1115.143,241,635583,243184,392399,160.167,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.31,5.5
"28",2021-02-19,"Argentina","South America",1118.278,143,668654,253696,414958,161.403,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.31,5.5
"29",2021-02-20,"Argentina","South America",1120.953,122,707148,261534,445614,162.258,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.31,5.5
"30",2021-02-21,"Argentina","South America",1122.62,76,720267,263338,456929,162.838,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.31,5.5
"31",2021-02-22,"Argentina","South America",1126.15,161,722234,263412,458822,163.946,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.31,5.5
"32",2021-02-23,"Argentina","South America",1129.461,151,746615,264926,481689,165.008,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.31,5.5
"33",2021-02-24,"Argentina","South America",1132.531,140,780455,267061,513394,166.112,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.31,5.5
"34",2021-02-25,"Argentina","South America",1135.71,145,829832,271001,558831,167.067,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.31,5.5
"35",2021-02-26,"Argentina","South America",1137.728,92,903915,283280,620635,168.098,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.31,5.5
"36",2021-02-27,"Argentina","South America",1139.021,59,984895,290425,694470,168.87,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.31,5.5
"37",2021-02-28,"Argentina","South America",1139.438,19,1025003,293432,731571,169.484,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.31,5.5
"38",2021-03-01,"Argentina","South America",1141.894,112,1049169,293957,755212,170.463,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.31,5.5
"39",2021-03-02,"Argentina","South America",1144.415,115,1126108,302662,823446,171.476,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.31,5.5
"40",2021-03-03,"Argentina","South America",1150.138,261,1181292,306376,874916,172.488,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.31,5.5
"41",2021-03-04,"Argentina","South America",1154.326,191,1252461,310766,941695,173.45,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.31,5.5
"42",2021-03-05,"Argentina","South America",1157.396,140,1357596,327092,1030504,174.432,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.31,5.5
"43",2021-03-07,"Argentina","South America",1159.501,10,1526078,343204,1182874,175.585,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.31,5.5
"44",2021-03-08,"Argentina","South America",1164.785,241,1546699,343701,1202998,176.531,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,71.76,5.5
"45",2021-03-09,"Argentina","South America",1167.658,131,1648957,347170,1301787,177.557,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,71.76,5.5
"46",2021-03-10,"Argentina","South America",1170.004,107,1774438,349454,1424984,178.605,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,71.76,5.5
"47",2021-03-11,"Argentina","South America",1172.942,134,1919074,354519,1564555,179.583,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,71.76,5.5
"48",2021-03-12,"Argentina","South America",1174.806,85,2098205,378662,1719543,180.7,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,71.76,5.5
"49",2021-03-13,"Argentina","South America",1176.297,68,2294738,418625,1876113,181.486,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,71.76,5.5
"50",2021-03-14,"Argentina","South America",1176.823,24,2381429,448733,1932696,182.006,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,71.76,5.5
"51",2021-03-15,"Argentina","South America",1180.463,166,2404194,451311,1952883,183.068,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,71.76,5.5
"52",2021-03-16,"Argentina","South America",1184.849,200,2541362,476833,2064529,184.233,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,70.37,5.5
"53",2021-03-17,"Argentina","South America",1189.124,195,2668103,497987,2170116,185.334,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,70.37,5.5
"54",2021-03-18,"Argentina","South America",1192.523,155,2805153,515904,2289249,186.527,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,70.37,5.5
"55",2021-03-19,"Argentina","South America",1194.497,90,2939364,556505,2382859,187.64,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,70.37,5.5
"56",2021-03-20,"Argentina","South America",1195.396,41,3063864,591438,2472426,188.406,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,70.37,5.5
"57",2021-03-21,"Argentina","South America",1196.01,28,3119828,605348,2514480,188.896,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,70.37,5.5
"58",2021-03-22,"Argentina","South America",1198.772,126,3142444,607390,2535054,190.087,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,70.37,5.5
"59",2021-03-23,"Argentina","South America",1202.105,152,3240731,621981,2618750,191.286,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,71.76,5.5
"60",2021-03-24,"Argentina","South America",1204.802,123,3328933,634479,2694454,192.052,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,71.76,5.5
"61",2021-03-25,"Argentina","South America",1208.004,146,3365839,635579,2730260,193.329,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,71.76,5.5
"62",2021-03-26,"Argentina","South America",1211.139,143,3474415,650071,2824344,194.774,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,71.76,5.5
"63",2021-03-27,"Argentina","South America",1214.055,133,3570460,661528,2908932,195.773,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,71.76,5.5
"64",2021-03-28,"Argentina","South America",1215.832,81,3625283,665440,2959843,196.511,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,71.76,5.5
"65",2021-03-29,"Argentina","South America",1219.384,162,3646068,665886,2980182,197.891,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,71.76,5.5
"66",2021-03-30,"Argentina","South America",1222.125,125,3744566,670936,3073630,199.476,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,71.76,5.5
"67",2021-03-31,"Argentina","South America",1224.8,122,3891932,677394,3214538,200.996,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,71.76,5.5
"68",2021-04-01,"Argentina","South America",1226.62,83,4023017,680590,3342427,202.328,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,71.76,5.5
"69",2021-04-02,"Argentina","South America",1228.418,82,4123152,682868,3440284,203.277,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,71.76,5.5
"70",2021-04-03,"Argentina","South America",1230.238,83,4178896,683771,3495125,204.358,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,71.76,5.5
"71",2021-04-04,"Argentina","South America",1232.277,93,4234505,684339,3550166,205.237,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,71.76,5.5
"72",2021-04-05,"Argentina","South America",1238.241,272,4260808,684385,3576423,207.065,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,71.76,5.5
"73",2021-04-06,"Argentina","South America",1241.815,163,4404175,692166,3712009,209.061,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.31,5.5
"74",2021-04-07,"Argentina","South America",1246.157,198,4571819,701085,3870734,211.216,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.31,5.5
"75",2021-04-08,"Argentina","South America",1252.515,290,4771214,707060,4064154,213.412,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.31,5.5
"76",2021-04-09,"Argentina","South America",1257.515,228,4956023,711059,4244964,215.545,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.31,5.5
"77",2021-04-10,"Argentina","South America",1264.027,297,5201468,722520,4478948,217.212,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.31,5.5
"78",2021-04-11,"Argentina","South America",1266.922,132,5313612,727186,4586426,218.39,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.31,5.5
"79",2021-04-12,"Argentina","South America",1270.825,178,5390000,728915,4661085,220.369,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.31,5.5
"80",2021-04-13,"Argentina","South America",1275.583,217,5571878,735632,4836246,222.512,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.31,5.5
"81",2021-04-14,"Argentina","South America",1283.652,368,5754919,758247,4996672,224.394,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.31,5.5
"82",2021-04-15,"Argentina","South America",1292.05,383,5935146,771802,5163344,226.678,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.31,5.5
"83",2021-04-16,"Argentina","South America",1295.536,159,6093016,787412,5305604,228.957,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.31,5.5
"84",2021-04-17,"Argentina","South America",1297.29,80,6226872,794878,5431994,230.587,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.31,5.5
"85",2021-04-18,"Argentina","South America",1298.694,64,6288812,799494,5489318,231.751,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.31,5.5
"86",2021-04-19,"Argentina","South America",1304.132,248,6334554,800329,5534225,233.851,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.31,5.5
"87",2021-04-20,"Argentina","South America",1311.061,316,6433141,812730,5620411,236.105,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.31,5.5
"88",2021-04-21,"Argentina","South America",1317.441,291,6550568,827961,5722607,238.209,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.31,5.5
"89",2021-04-22,"Argentina","South America",1329.216,537,6693438,842206,5851232,240.198,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.31,5.5
"90",2021-04-23,"Argentina","South America",1341.408,556,6807411,852040,5955371,242.38,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.31,5.5
"91",2021-04-24,"Argentina","South America",1347.942,298,7017279,867444,6149835,243.656,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.31,5.5
"92",2021-04-25,"Argentina","South America",1351.67,170,7134949,871100,6263849,244.628,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.31,5.5
"93",2021-04-26,"Argentina","South America",1361.383,443,7214704,872745,6341959,246.496,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.31,5.5
"94",2021-04-27,"Argentina","South America",1372.61,512,7386650,879078,6507572,248.581,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.31,5.5
"95",2021-04-28,"Argentina","South America",1380.24,348,7557986,885247,6672739,250.479,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.31,5.5
"96",2021-04-29,"Argentina","South America",1392.541,561,7715006,908441,6806565,252.61,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.31,5.5
"97",2021-04-30,"Argentina","South America",1400.369,357,7865213,938563,6926650,254.398,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.31,5.5
"98",2021-05-01,"Argentina","South America",1405.435,231,7971470,968478,7002992,255.563,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.31,5.5
"99",2021-05-02,"Argentina","South America",1408.855,156,7997902,972410,7025492,256.585,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.31,5.5
"100",2021-05-03,"Argentina","South America",1420.696,540,8039793,988021,7051772,258.596,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.31,5.5
"101",2021-05-04,"Argentina","South America",1429.686,410,8197011,1047718,7149293,260.661,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,84.26,5.5
"102",2021-05-05,"Argentina","South America",1444.223,663,8391513,1130337,7261176,262.801,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,84.26,5.5
"103",2021-05-06,"Argentina","South America",1452.95,398,8591061,1191546,7399515,264.693,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,84.26,5.5
"104",2021-05-07,"Argentina","South America",1466.304,609,8820691,1265305,7555386,266.735,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,84.26,5.5
"105",2021-05-08,"Argentina","South America",1470.032,170,9001747,1341095,7660652,268.058,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,84.26,5.5
"106",2021-05-09,"Argentina","South America",1476.237,283,9082597,1393720,7688877,269.092,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,84.26,5.5
"107",2021-05-10,"Argentina","South America",1487.113,496,9122759,1404487,7718272,270.886,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,84.26,5.5
"108",2021-05-11,"Argentina","South America",1497.857,490,9237005,1446219,7790786,273.015,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,84.26,5.5
"109",2021-05-12,"Argentina","South America",1508.733,496,9383945,1517012,7866933,274.77,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,84.26,5.5
"110",2021-05-13,"Argentina","South America",1518.534,447,9541511,1629336,7912175,276.777,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,84.26,5.5
"111",2021-05-14,"Argentina","South America",1531.668,599,9704364,1750802,7953562,278.873,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,84.26,5.5
"112",2021-05-15,"Argentina","South America",1540.439,400,9862623,1870091,7992532,280.615,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,84.26,5.5
"113",2021-05-16,"Argentina","South America",1546.338,269,9927783,1904220,8023563,281.686,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,84.26,5.5
"114",2021-05-17,"Argentina","South America",1557.411,505,10002830,1952121,8050709,284.201,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,84.26,5.5
"115",2021-05-18,"Argentina","South America",1573.724,744,10193368,2051760,8141608,286.946,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,84.26,5.5
"116",2021-05-19,"Argentina","South America",1584.556,494,10383925,2103964,8279961,289.233,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,84.26,5.5
"117",2021-05-20,"Argentina","South America",1594.073,434,10549521,2152184,8397337,291.759,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,84.26,5.5
"118",2021-05-21,"Argentina","South America",1609.246,692,10758782,2227709,8531073,294.684,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,84.26,5.5
"119",2021-05-22,"Argentina","South America",1615.759,297,10958659,2319715,8638944,296.761,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,81.48,5.5
"120",2021-05-23,"Argentina","South America",1623.981,375,11067550,2365579,8701971,297.822,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,81.48,5.5
"121",2021-05-24,"Argentina","South America",1633.125,417,11149468,2414237,8735231,299.682,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,81.48,5.5
"122",2021-05-25,"Argentina","South America",1645.755,576,11242209,2434836,8807373,301.458,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,81.48,5.5
"123",2021-05-26,"Argentina","South America",1657.42,532,11331066,2452575,8878491,303.978,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,81.48,5.5
"124",2021-05-27,"Argentina","South America",1669.414,547,11503476,2515209,8988267,306.602,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,81.48,5.5
"125",2021-05-28,"Argentina","South America",1681.649,558,11676733,2592133,9084600,309.294,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,81.48,5.5
"126",2021-05-29,"Argentina","South America",1690.749,415,11906697,2697814,9208883,311.125,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,81.48,5.5
"127",2021-05-30,"Argentina","South America",1698.38,348,12119901,2758683,9361218,312.276,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,81.48,5.5
"128",2021-05-31,"Argentina","South America",1712.347,637,12257297,2780891,9476406,314.627,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,81.48,5.5
"129",2021-06-01,"Argentina","South America",1726.38,640,12497078,2830075,9667003,317.071,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,81.48,5.5
"130",2021-06-02,"Argentina","South America",1739.252,587,12801115,2876639,9924476,319.49,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,81.48,5.5
"131",2021-06-03,"Argentina","South America",1751.377,553,13079195,2920542,10158653,322.02,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,81.48,5.5
"132",2021-06-04,"Argentina","South America",1763.174,538,13374067,2956708,10417359,324.432,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,81.48,5.5
"133",2021-06-05,"Argentina","South America",1773.173,456,13730521,2997093,10733428,326.188,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,81.48,5.5
"134",2021-06-06,"Argentina","South America",1780.781,347,14092493,3021128,11071365,327.238,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,81.48,5.5
"135",2021-06-07,"Argentina","South America",1796.832,732,14336164,3045696,11290468,329.595,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,81.48,5.5
"136",2021-06-08,"Argentina","South America",1812.641,721,14663805,3085996,11577809,331.949,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.78,5.5
"137",2021-06-09,"Argentina","South America",1825.907,605,15012734,3124085,11888649,334.169,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.78,5.5
"138",2021-06-10,"Argentina","South America",1840.576,669,15353408,3150527,12202881,336.403,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.78,5.5
"139",2021-06-11,"Argentina","South America",1855.64,687,15730223,3174781,12555442,338.643,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.78,5.5
"140",2021-06-12,"Argentina","South America",1865.442,447,16102741,3223051,12879690,340.124,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.78,5.5
"141",2021-06-13,"Argentina","South America",1871.318,268,16286902,3295422,12991480,341.072,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.78,5.5
"142",2021-06-14,"Argentina","South America",1886.36,686,16382043,3338739,13043304,343.384,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.78,5.5
"143",2021-06-15,"Argentina","South America",1899.209,586,16643769,3420581,13223188,345.647,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.78,5.5
"144",2021-06-16,"Argentina","South America",1913.374,646,16876619,3486893,13389726,347.729,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.78,5.5
"145",2021-06-17,"Argentina","South America",1924.952,528,17172628,3563177,13609451,349.74,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.78,5.5
"146",2021-06-18,"Argentina","South America",1934.994,458,17475935,3623619,13852316,351.72,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.78,5.5
"147",2021-06-19,"Argentina","South America",1945.848,495,17837121,3664668,14172453,353.193,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.78,5.5
"148",2021-06-20,"Argentina","South America",1952.448,301,18085389,3687740,14397649,353.896,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.78,5.5
"149",2021-06-21,"Argentina","South America",1962.249,447,18198899,3694089,14504810,355.117,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,77.78,5.5
"150",2021-06-22,"Argentina","South America",1979.594,791,18380675,3719982,14660693,357.22,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,75,5.5
"151",2021-06-23,"Argentina","South America",1995.052,705,18646784,3759874,14886910,359.301,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,75,5.5
"152",2021-06-24,"Argentina","South America",2004.963,452,18921680,3792719,15128961,361.339,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,75,5.5
"153",2021-06-25,"Argentina","South America",2016.826,541,19205808,3830991,15374817,363.584,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,75,5.5
"154",2021-06-26,"Argentina","South America",2024.237,338,19499231,3881982,15617249,365.029,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,75,5.5
"155",2021-06-27,"Argentina","South America",2029.741,251,19749468,3917836,15831632,365.86,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,75,5.5
"156",2021-06-28,"Argentina","South America",2042.327,574,19951580,3958086,15993494,367.686,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,75,5.5
"157",2021-06-29,"Argentina","South America",2053.861,526,20221697,3992864,16228833,369.618,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,75,5.5
"158",2021-06-30,"Argentina","South America",2067.806,636,20543325,4038719,16504606,371.622,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,75,5.5
"159",2021-07-01,"Argentina","South America",2078.068,468,20907721,4085753,16821968,373.56,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,75,5.5
"160",2021-07-02,"Argentina","South America",2091.443,610,21310026,4203409,17106617,375.677,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,75,5.5
"161",2021-07-03,"Argentina","South America",2096.092,212,21781425,4301462,17479963,377.035,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,75,5.5
"162",2021-07-04,"Argentina","South America",2102.889,310,22179930,4383328,17796602,377.91,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,75,5.5
"163",2021-07-05,"Argentina","South America",2116.418,617,22444129,4432185,18011944,379.94,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,75,5.5
"164",2021-07-06,"Argentina","South America",2126.549,462,22813398,4566587,18246811,382.29,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,75,5.5
"165",2021-07-07,"Argentina","South America",2136.547,456,23317413,4739979,18577434,384.516,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,75,5.5
"166",2021-07-08,"Argentina","South America",2146.743,465,23722105,4852930,18869175,386.929,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,75,5.5
"167",2021-07-09,"Argentina","South America",2152.094,244,24048381,4885898,19162483,388.343,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,75,5.5
"168",2021-07-10,"Argentina","South America",2159.834,353,24518390,5010394,19507996,389.817,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,75,5.5
"169",2021-07-11,"Argentina","South America",2165.973,280,24616918,5022294,19594624,390.718,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,75,5.5
"170",2021-07-12,"Argentina","South America",2176.367,474,24862187,5039549,19822638,392.938,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,75,5.5
"171",2021-07-13,"Argentina","South America",2184.809,385,25254280,5075684,20178596,395.224,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,75,5.5
"172",2021-07-14,"Argentina","South America",2198.184,610,25718531,5113342,20605189,397.463,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,75,5.5
"173",2021-07-15,"Argentina","South America",2207.942,445,26134815,5148894,20985921,399.704,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,75,5.5
"174",2021-07-16,"Argentina","South America",2218.094,463,26511672,5194668,21317004,401.886,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,75,5.5
"175",2021-07-17,"Argentina","South America",2224.146,276,26934235,5289658,21644577,403.358,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,75,5.5
"176",2021-07-18,"Argentina","South America",2226.667,115,27200110,5360619,21839491,404.308,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,75,5.5
"177",2021-07-19,"Argentina","South America",2235.57,406,27430531,5400397,22030134,406.368,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,75,5.5
"178",2021-07-20,"Argentina","South America",2244.911,426,27825228,5483161,22342067,408.319,18933.907,0.6,43.9,27.7,16.2,45605823,16.177,75,5.5
